cycle	seed62	seed63	seed64	seed65	seed66
157000	8.57526	11.2667	8.24614	8.35484	9.8542
158000	8.50417	11.2668	8.15217	8.34068	9.81882
159000	8.53719	11.3363	8.16292	8.385	9.79147
160000	8.52796	11.2554	8.18324	8.30797	9.80206
161000	8.53906	11.2881	8.22397	8.36996	9.76552
162000	8.51076	11.2623	8.27358	8.41395	9.73676
163000	8.54222	11.2792	8.25599	8.39111	9.69717
164000	8.58251	11.3628	8.21898	8.41308	9.73563
165000	8.55371	11.3236	8.24812	8.4558	9.72599
166000	8.60254	11.32	8.17335	8.40558	9.68088
167000	8.59127	11.2802	8.20058	8.45273	9.67305
168000	8.54601	11.2334	8.198	8.427	9.71313
169000	8.47	11.275	8.22428	8.48078	9.71404
170000	8.41435	11.2759	8.18754	8.50591	9.73485
171000	8.49274	11.3098	8.11257	8.5532	9.7553
172000	8.50997	11.3132	8.11531	8.60278	9.70272
173000	8.5392	11.2546	8.08575	8.54506	9.71438
174000	8.48846	11.2518	8.02132	8.50814	9.70028
175000	8.45849	11.2504	7.97411	8.50592	9.69515
176000	8.51247	11.234	8.00181	8.56162	9.63652
177000	8.5476	11.3047	8.06182	8.53907	9.58204
178000	8.47928	11.2791	8.06194	8.47329	9.58657
179000	8.47096	11.2618	8.07265	8.50225	9.60558
180000	8.49627	11.2373	8.08427	8.55165	9.65186
181000	8.45715	11.257	8.068	8.48809	9.67526
182000	8.45529	11.2565	8.10041	8.4524	9.68884
183000	8.47812	11.3027	8.0706	8.42823	9.65874
184000	8.39949	11.2759	8.02432	8.45363	9.62027
185000	8.47724	11.2509	8.00332	8.45607	9.68788
186000	8.41812	11.289	8.01049	8.49717	9.75823
187000	8.39704	11.311	7.96453	8.47454	9.72343
188000	8.38381	11.3221	7.98361	8.44062	9.65206
189000	8.28803	11.231	7.93326	8.39788	9.61863
190000	8.34323	11.273	7.94017	8.33385	9.599
191000	8.37288	11.3166	7.87314	8.35469	9.57276
192000	8.45267	11.2766	7.90302	8.3271	9.58044
193000	8.38304	11.3362	7.90528	8.3284	9.49981
194000	8.39507	11.3385	7.91873	8.31854	9.47921
195000	8.35706	11.2959	7.96761	8.31164	9.45254
196000	8.38146	11.2527	7.97681	8.26443	9.45473
197000	8.37802	11.2865	7.96425	8.24699	9.45872
198000	8.41736	11.2198	7.99276	8.27041	9.42507
199000	8.4021	11.2913	8.03082	8.15373	9.42374
200000	8.40312	11.3272	8.01752	8.08236	9.45829
