cycle	seed62	seed63	seed64	seed65	seed66
114000	2.6723	3.00778	3.3742	3.20836	3.11265
115000	2.66272	3.01259	3.37731	3.20952	3.11445
116000	2.66164	3.00669	3.37112	3.20826	3.11348
117000	2.66486	3.00039	3.37513	3.20932	3.1151
118000	2.6608	2.9922	3.37807	3.2068	3.11659
119000	2.65752	3.00987	3.38368	3.20907	3.10958
120000	2.65962	3.00019	3.38445	3.20598	3.11554
121000	2.65382	3.00101	3.38638	3.206	3.11139
122000	2.65596	3.00765	3.38443	3.20499	3.11628
123000	2.64979	3.00148	3.3846	3.20581	3.11366
124000	2.65455	3.01481	3.3821	3.20371	3.11241
125000	2.65961	3.01525	3.38493	3.20444	3.1158
126000	2.66041	3.03023	3.38219	3.20598	3.11274
127000	2.66023	3.02247	3.38431	3.20688	3.11642
128000	2.66077	3.01517	3.3795	3.21617	3.11102
129000	2.66432	3.00928	3.38253	3.2204	3.113
130000	2.66195	3.00091	3.38084	3.22438	3.11219
131000	2.6578	2.99189	3.3779	3.22919	3.11361
132000	2.65039	2.98567	3.38148	3.23268	3.11224
133000	2.65564	2.96786	3.38004	3.24082	3.11419
134000	2.65402	2.95704	3.37798	3.24044	3.11551
135000	2.65017	2.94386	3.37756	3.24146	3.11578
136000	2.649	2.94466	3.3824	3.24891	3.11794
137000	2.65475	2.93251	3.37699	3.26374	3.11505
138000	2.65652	2.92474	3.37713	3.25318	3.11346
139000	2.6582	2.93215	3.37341	3.25325	3.10814
140000	2.6553	2.9176	3.375	3.26703	3.11015
141000	2.64785	2.91242	3.37133	3.26808	3.11044
142000	2.6506	2.912	3.3771	3.28112	3.11296
143000	2.65002	2.90998	3.37582	3.29419	3.11051
144000	2.6462	2.90363	3.37949	3.28983	3.11064
145000	2.63549	2.90693	3.3832	3.28484	3.11099
146000	2.62644	2.90216	3.37848	3.28696	3.10822
147000	2.62284	2.90823	3.37406	3.28882	3.11282
148000	2.6293	2.9038	3.37764	3.28545	3.11746
149000	2.61175	2.91172	3.38003	3.29023	3.11401
150000	2.60531	2.90611	3.37976	3.29294	3.11392
151000	2.59565	2.91128	3.37751	3.29619	3.11235
152000	2.57172	2.90103	3.38112	3.29435	3.11389
153000	2.53246	2.90631	3.37889	3.28871	3.11437
154000	2.48976	2.90854	3.37724	3.27684	3.11063
155000	2.48603	2.90513	3.38363	3.28646	3.1133
156000	2.48362	2.89993	3.37864	3.27784	3.1145
157000	2.48104	2.89789	3.37834	3.29386	3.11382
158000	2.4732	2.8995	3.38535	3.29835	3.11462
159000	2.48338	2.89797	3.38767	3.28489	3.1149
160000	2.4776	2.90204	3.39088	3.28454	3.11234
161000	2.47033	2.89944	3.38529	3.28635	3.11549
162000	2.46986	2.90319	3.38522	3.28693	3.11247
163000	2.47375	2.90325	3.39144	3.28986	3.11525
164000	2.47175	2.89859	3.38986	3.29218	3.11493
165000	2.46387	2.89874	3.39202	3.30135	3.11328
166000	2.46673	2.89484	3.40238	3.31135	3.10853
167000	2.47231	2.89673	3.40041	3.32178	3.11341
168000	2.46161	2.89783	3.3957	3.33225	3.11323
169000	2.46125	2.88906	3.4022	3.32143	3.10798
170000	2.46989	2.89341	3.4087	3.3218	3.10684
171000	2.46324	2.89129	3.41173	3.31803	3.10856
172000	2.45795	2.89568	3.41797	3.32598	3.10713
173000	2.45441	2.89286	3.42029	3.32021	3.10605
174000	2.44444	2.89218	3.41953	3.33201	3.10608
175000	2.44383	2.8947	3.42625	3.34307	3.11132
176000	2.43879	2.89053	3.42791	3.34942	3.11193
177000	2.43087	2.89143	3.4282	3.33748	3.10648
178000	2.41807	2.89066	3.42813	3.3275	3.10814
179000	2.40824	2.88884	3.43851	3.3086	3.11198
180000	2.40191	2.89352	3.4353	3.32063	3.11411
181000	2.38817	2.89426	3.43988	3.3258	3.1108
182000	2.38333	2.8952	3.44929	3.33076	3.11406
183000	2.37194	2.89023	3.45048	3.33013	3.11436
184000	2.36084	2.89059	3.46182	3.33706	3.11355
185000	2.35093	2.89402	3.45632	3.34003	3.113
186000	2.33848	2.88864	3.45591	3.34576	3.11506
187000	2.33761	2.88921	3.46226	3.35093	3.11734
188000	2.33185	2.88799	3.46211	3.36917	3.11525
189000	2.3254	2.89029	3.46805	3.3756	3.11523
190000	2.32417	2.8901	3.4788	3.36886	3.1192
191000	2.32597	2.8924	3.48797	3.3638	3.11239
192000	2.31754	2.89038	3.49511	3.3488	3.11257
193000	2.31434	2.88731	3.49222	3.37004	3.11597
194000	2.3126	2.88955	3.4968	3.36665	3.11736
195000	2.31178	2.8887	3.49435	3.39835	3.11444
196000	2.31243	2.89143	3.50875	3.38137	3.11129
197000	2.31266	2.88656	3.5059	3.37928	3.11056
198000	2.31264	2.88618	3.51644	3.37522	3.10875
199000	2.31148	2.88695	3.51074	3.37803	3.11658
200000	2.30452	2.89047	3.53333	3.37013	3.11731
